"ID","가맹점ID","거래일자","구매금액","적립포인트","사용포인트"
"Q53431951","A","20140707","100520","482","0"
"Q53431951","A","20140709","6400","32","0"
"Q53431951","A","20140718","26700","132","0"
"Q53431951","A","20140911","280000","1400","0"
"Q53431951","A","20140915","17000","85","0"
"Q53431951","A","20140929","10000","50","0"
"Q03721762","A","20140627","382600","382","0"
"Q03721762","A","20140725","55000","55","0"
"Q19598727","E","20140524","8750","87","0"
"Q19598727","A","20140809","17000","17","0"
"Q27883539","A","20140406","50000","250","0"
"Q27883539","A","20140409","148000","740","0"
"Q27883539","B","20140409","19500","19","0"
"Q27883539","A","20140420","10000","50","0"
"Q27883539","B","20140420","9280","9","0"
"Q27883539","A","20140423","600","3","0"
"Q27883539","B","20140423","20000","20","0"
"Q27883539","B","20140424","20000","20","0"
"Q27883539","B","20140429","20000","20","0"
"Q27883539","A","20140502","39000","195","0"
"Q27883539","A","20140528","59000","295","0"
"Q27883539","B","20140528","2950","2","0"
"Q27883539","A","20140529","164000","820","0"
"Q27883539","D","20140605","2000","0","2000"
"Q27883539","A","20140608","99000","495","0"
"Q27883539","B","20140624","17500","2","7500"
"Q27883539","B","20140725","18520","18","0"
"Q27883539","A","20140823","79000","115","0"
"Q27883539","A","20140901","30000","150","0"
"Q27883539","A","20140905","45000","225","0"
"Q27883539","D","20140910","2900","29","0"
"Q27883539","A","20140914","77000","385","0"
"Q27883539","D","20140915","9650","96","0"
"Q27883539","A","20140916","77000","385","0"
"Q27883539","D","20140916","2000","20","0"
"Q27883539","B","20140924","9500","9","0"
"Q80570463","A","20140924","49000","49","0"
"Q21905020","B","20140527","57440","57","0"
"Q21905020","A","20140610","33000","165","0"
"Q21905020","A","20140620","5900","5","0"
"Q21905020","A","20140716","28900","144","0"
"Q21905020","A","20140729","56000","280","0"
"Q21905020","A","20140913","57000","285","0"
"Q77402148","A","20140524","131000","655","0"
"Q77402148","A","20140928","22000","102","0"
"Q80751204","A","20140913","8000","8","0"
"Q57310766","B","20140406","24660","24","0"
"Q57310766","A","20140413","18000","18","0"
"Q57310766","A","20140425","16000","16","0"
"Q57310766","A","20140426","119000","595","0"
"Q57310766","A","20140428","7350","657","0"
"Q57310766","A","20140529","6000","6","0"
"Q57310766","A","20140720","45020","43","0"
"Q57310766","A","20140727","39750","39","0"
"Q57310766","A","20140731","15000","15","0"
"Q57310766","B","20140731","59580","5","26950"
"Q57310766","A","20140814","46000","46","0"
"Q57310766","A","20140824","36000","36","0"
"Q57310766","A","20140829","8650","8","0"
"Q57310766","A","20140920","24000","24","0"
"Q57310766","A","20140927","51170","70","0"
"Q57310766","A","20140928","148200","741","0"
"Q03586378","B","20140505","23900","115","0"
"Q03586378","B","20140801","229090","1075","5990"
"Q03586378","B","20140804","187400","935","0"
"Q03586378","B","20140806","119800","595","0"
"Q03586378","B","20140812","94400","470","0"
"Q03586378","B","20140827","51450","255","0"
"Q78232640","A","20140506","7000","35","0"
"Q78232640","B","20140614","124930","124","0"
"Q60483966","A","20140411","4600","2569","0"
"Q60483966","A","20140427","8700","0","8700"
"Q60483966","A","20140501","70700","353","0"
"Q60483966","A","20140506","13710","68","0"
"Q60483966","A","20140525","69050","345","0"
"Q60483966","A","20140606","138090","689","0"
"Q60483966","A","20140610","312550","1562","0"
"Q60483966","A","20140616","2850","14","0"
"Q60483966","A","20140618","16150","80","0"
"Q60483966","A","20140619","52940","264","0"
"Q60483966","A","20140724","88350","441","0"
"Q60483966","A","20140801","7650","0","7650"
"Q60483966","A","20140819","36570","181","0"
"Q60483966","A","20140914","110000","509","0"
"Q60986567","D","20140408","1900","19","0"
"Q60986567","D","20140414","2100","31","0"
"Q60986567","A","20140415","68600","239","0"
"Q60986567","D","20140421","4750","71","0"
"Q60986567","D","20140501","5600","84","0"
"Q60986567","A","20140603","252780","1103","0"
"Q60986567","A","20140611","5100","25","0"
"Q60986567","D","20140615","9150","137","0"
"Q60986567","D","20140714","6300","94","0"
"Q60986567","A","20140722","50900","50","0"
"Q60986567","D","20140818","5350","80","0"
"Q60986567","A","20140826","153500","152","0"
"Q74349347","A","20140607","313000","312","0"
"Q74349347","A","20140913","379900","379","0"
"Q16186738","A","20140829","42000","42","0"
"Q18137717","A","20140426","6500","32","0"
"Q35778765","A","20140402","60660","60","0"
"Q35778765","A","20140415","126130","126","0"
"Q35778765","A","20140416","13980","13","0"
"Q35778765","A","20140417","10000","10","0"
"Q35778765","A","20140422","25160","25","0"
"Q35778765","A","20140424","31350","31","0"
"Q35778765","A","20140429","21540","21","0"
"Q35778765","A","20140510","13960","13","0"
"Q35778765","A","20140514","24300","24","0"
"Q35778765","A","20140516","210480","210","0"
"Q35778765","A","20140521","38600","38","0"
"Q35778765","A","20140522","118000","118","0"
"Q35778765","A","20140529","170890","170","0"
"Q35778765","A","20140605","13500","13","0"
"Q35778765","A","20140612","72780","72","0"
"Q35778765","C","20140818","4900","24","0"
"Q35778765","A","20140902","20000","20","0"
"Q35778765","C","20140917","5900","29","0"
"Q20670900","A","20140917","392000","392","0"
"Q20670900","D","20140917","3250","32","0"
"Q51916174","A","20140821","17600","17","0"
"Q51916174","A","20140922","110000","110","0"
"Q51916174","A","20140923","220000","220","0"
"Q18367519","A","20140519","99000","495","0"
"Q31225795","A","20140509","10560","10","0"
"Q31225795","A","20140628","172500","172","0"
"Q82927099","A","20140414","70000","350","0"
"Q82927099","A","20140525","21150","85","0"
"Q82927099","A","20140530","139000","139","0"
"Q82927099","A","20140824","118000","118","0"
"Q53723444","B","20140714","36960","36","0"
"Q97432918","B","20140404","31700","0","31700"
"Q97432918","B","20140418","48780","12","18000"
"Q97432918","B","20140502","8000","0","8000"
"Q97432918","B","20140503","32670","24","0"
"Q97432918","B","20140528","71800","62","0"
"Q97432918","B","20140613","32000","25","0"
"Q97432918","B","20140704","17369","12","0"
"Q97432918","B","20140707","21280","21","0"
"Q97432918","A","20140722","59000","59","0"
"Q97432918","B","20140724","4650","0","4650"
"Q97432918","B","20140725","49330","44","0"
"Q97432918","B","20140811","8895","8","0"
"Q97432918","B","20140814","31900","31","0"
"Q97432918","B","20140905","101260","101","0"
"Q97432918","B","20140917","32200","29","0"
"Q97432918","B","20140924","79160","79","0"
"Q34718553","A","20140409","20000","20","0"
"Q34718553","A","20140630","50000","50","0"
"Q34718553","A","20140723","6800","6","0"
"Q34718553","A","20140801","59000","59","0"
"Q34718553","A","20140819","49800","249","0"
"Q34718553","A","20140821","19600","19","0"
"Q34718553","E","20140821","10100","151","0"
"Q34718553","A","20140827","2800","14","0"
"Q34718553","A","20140918","43800","43","0"
"Q62874861","B","20140406","61520","300","0"
"Q24114652","A","20140403","4000","4","0"
"Q24114652","A","20140404","67870","318","0"
"Q24114652","B","20140411","5500","5","0"
"Q24114652","A","20140419","6000","6","0"
"Q24114652","A","20140426","5000","5","0"
"Q24114652","A","20140429","15000","55","0"
"Q24114652","A","20140502","128050","580","0"
"Q24114652","A","20140507","2000","2","0"
"Q24114652","A","20140519","19900","99","0"
"Q24114652","A","20140529","6000","6","0"
"Q24114652","A","20140601","107100","423","0"
"Q24114652","A","20140611","3000","3","0"
"Q24114652","A","20140614","58450","155","0"
"Q24114652","A","20140619","23600","86","0"
"Q24114652","A","20140623","89000","445","0"
"Q24114652","A","20140627","76900","352","0"
"Q24114652","A","20140703","3000","3","0"
"Q24114652","A","20140704","54500","272","0"
"Q24114652","A","20140723","19800","99","0"
"Q24114652","A","20140726","5000","5","0"
"Q24114652","A","20140805","6800","34","0"
"Q24114652","D","20140811","5000","50","0"
"Q24114652","A","20140819","20870","104","0"
"Q24114652","A","20140903","16000","80","0"
"Q24114652","A","20140906","8900","44","0"
"Q24114652","A","20140912","13900","45","0"
"Q24114652","B","20140924","3000","3","0"
"Q01979985","A","20140410","38700","38","0"
"Q01979985","A","20140426","30000","30","0"
"Q01979985","A","20140612","25800","25","0"
"Q01979985","A","20140710","47700","47","0"
"Q26478159","A","20140413","373550","1867","0"
"Q26478159","A","20140501","258400","1292","0"
"Q26478159","A","20140502","158000","158","0"
"Q26478159","B","20140502","134700","134","0"
"Q26478159","A","20140503","221750","1076","0"
"Q26478159","A","20140505","4050","4","0"
"Q26478159","B","20140505","95000","95","0"
"Q26478159","B","20140507","30100","30","0"
"Q26478159","A","20140511","55050","175","0"
"Q78881612","D","20140928","5450","54","0"
"Q59090995","D","20140711","9800","98","0"
"Q13837117","A","20140401","15800","15","0"
"Q13837117","A","20140506","7900","39","0"
"Q13837117","B","20140506","44230","29","7430"
"Q13837117","D","20140603","6300","63","0"
"Q13837117","A","20140711","37300","37","0"
"Q13837117","A","20140731","212000","1060","0"
"Q13837117","B","20140807","48000","48","0"
"Q13837117","A","20140808","193200","966","0"
"Q13837117","A","20140823","188000","464","0"
"Q13837117","A","20140824","49900","49","0"
"Q13837117","A","20140903","25800","25","0"
"Q13837117","A","20140910","101900","92","4200"
"Q13837117","A","20140924","190000","950","0"
"Q13837117","A","20140926","180000","180","0"
"Q41213242","A","20140414","60300","60","0"
"Q82102144","B","20140504","37810","180","0"
"Q82102144","B","20140803","10500","10","0"
"Q82102144","B","20140817","5000","5","0"
"Q82102144","B","20140908","30000","30","0"
"Q40933037","B","20140526","4800","4","0"
"Q40933037","B","20140527","256000","256","0"
"Q39508388","B","20140817","17160","17","0"
"Q27660135","A","20140426","7500","37","0"
"Q27660135","A","20140427","41900","77","0"
"Q27660135","A","20140830","24000","24","0"
"Q02269163","D","20140403","1900","19","0"
"Q02269163","A","20140525","2600","2","0"
"Q02269163","A","20140725","59400","59","0"
"Q31901065","D","20140409","15200","152","0"
"Q31901065","D","20140822","4300","43","0"
"Q31901065","D","20140917","3500","35","0"
"Q31901065","D","20140923","3150","31","0"
"Q52175892","A","20140524","40000","40","0"
"Q52175892","A","20140525","283000","1395","2000"
"Q52175892","D","20140624","11700","117","0"
"Q30112848","A","20140510","100000","500","0"
"Q58443270","A","20140408","300000","300","0"
"Q58443270","A","20140412","196000","980","0"
"Q58443270","A","20140501","49000","245","0"
"Q58443270","A","20140506","362300","1811","0"
"Q58443270","A","20140517","15000","15","0"
"Q58443270","A","20140521","30000","30","0"
"Q58443270","A","20140606","94600","333","10000"
"Q58443270","A","20140720","77600","260","0"
"Q58443270","A","20140809","100000","100","0"
"Q58443270","A","20140815","170000","850","0"
"Q58443270","A","20140816","20000","100","0"
"Q58443270","A","20140817","26000","130","0"
"Q58443270","B","20140927","36900","36","0"
"Q65109648","B","20140517","17900","17","0"
"Q65109648","B","20140629","31320","31","0"
"Q65109648","D","20140703","2300","23","0"
"Q65109648","B","20140926","21090","21","0"
"Q71697710","B","20140430","78710","368","0"
"Q71697710","B","20140514","98843","359","0"
"Q71697710","B","20140518","30500","115","0"
"Q71697710","B","20140519","34330","135","0"
"Q71697710","D","20140705","3150","31","0"
"Q83711239","E","20140411","5150","51","0"
"Q83711239","B","20140415","37900","37","0"
"Q83711239","A","20140420","91700","458","0"
"Q83711239","A","20140424","213500","1027","0"
"Q83711239","A","20140514","5000","5","0"
"Q83711239","B","20140519","3400","3","0"
"Q83711239","B","20140524","17630","17","0"
"Q83711239","A","20140530","6000","30","0"
"Q83711239","A","20140608","137600","687","0"
"Q83711239","A","20140611","4800","24","0"
"Q83711239","B","20140628","7780","7","0"
"Q83711239","A","20140708","10000","50","0"
"Q83711239","B","20140708","32780","32","0"
"Q83711239","A","20140713","12000","12","0"
"Q83711239","A","20140720","13000","65","0"
"Q83711239","B","20140720","11330","11","0"
"Q83711239","A","20140730","78900","370","0"
"Q83711239","B","20140730","4480","4","0"
"Q83711239","A","20140731","13000","65","0"
"Q83711239","D","20140731","6200","62","0"
"Q83711239","A","20140827","10000","50","0"
"Q83711239","B","20140827","42840","42","0"
"Q83711239","A","20140929","17100","85","0"
"Q83711239","B","20140929","5800","5","0"
"Q28251491","B","20140407","35150","35","0"
"Q28251491","A","20140502","15000","15","0"
"Q28251491","A","20140505","32500","32","0"
"Q28251491","B","20140510","32400","31","0"
"Q28251491","A","20140511","19600","19","0"
"Q28251491","B","20140528","37200","23","7000"
"Q28251491","B","20140601","43050","43","0"
"Q28251491","E","20140606","7900","79","0"
"Q28251491","B","20140627","28600","28","0"
"Q28251491","B","20140629","10000","10","0"
"Q28251491","B","20140701","8800","40","0"
"Q28251491","B","20140703","20530","100","0"
"Q28251491","B","20140704","42590","210","0"
"Q28251491","B","20140707","35800","175","0"
"Q28251491","B","20140712","88900","435","0"
"Q28251491","A","20140721","10100","10","0"
"Q28251491","B","20140728","44150","220","0"
"Q28251491","B","20140731","26750","130","0"
"Q28251491","B","20140805","5900","25","0"
"Q28251491","D","20140810","8650","86","0"
"Q28251491","A","20140815","18000","18","0"
"Q28251491","A","20140824","70000","70","0"
"Q28251491","B","20140908","128500","640","0"
"Q28251491","A","20140919","99000","99","0"
"Q28251491","A","20140920","32000","32","0"
"Q28251491","B","20140928","26000","130","0"
"Q31121479","B","20140430","21400","21","0"
"Q31121479","B","20140512","48300","48","0"
"Q31121479","B","20140712","3250","3","0"
"Q14621418","D","20140402","2200","22","0"
"Q14621418","A","20140417","179000","179","0"
"Q14621418","D","20140606","500","0","500"
"Q14621418","D","20140610","1400","0","1400"
"Q14621418","A","20140705","30000","16","7000"
"Q14621418","A","20140712","89000","89","0"
"Q14621418","A","20140715","145000","145","0"
"Q14621418","D","20140731","5400","24","1500"
"Q14621418","A","20140805","12000","12","0"
"Q14621418","A","20140817","70000","70","0"
"Q14621418","D","20140902","2000","0","2000"
"Q54320522","A","20140527","178000","178","0"
"Q53804551","A","20140407","15000","15","0"
"Q53804551","A","20140501","38000","38","0"
"Q32920477","A","20140425","159000","795","0"
"Q32920477","A","20140427","169000","845","0"
"Q32920477","B","20140616","106520","106","0"
"Q32920477","A","20140629","243930","1219","0"
"Q32920477","A","20140722","47430","236","0"
"Q32920477","A","20140811","30000","150","0"
"Q93100238","B","20140723","77930","77","0"
"Q72951653","D","20140428","5200","52","0"
"Q72951653","A","20140706","29500","29","0"
"Q72951653","A","20140727","112500","112","0"
"Q72951653","D","20140812","5200","52","0"
"Q72951653","D","20140816","20150","201","0"
"Q72951653","A","20140817","131550","131","0"
"Q72951653","A","20140830","49000","49","0"
"Q72951653","A","20140925","19000","19","0"
"Q67837980","A","20140424","70000","350","0"
"Q67837980","A","20140517","167900","839","0"
"Q67837980","A","20140717","59000","59","0"
"Q67837980","A","20140722","39000","39","0"
"Q94918693","A","20140923","153000","153","0"
"Q83028692","A","20140818","20000","20","0"
"Q61712815","A","20140426","280400","280","0"
"Q61712815","A","20140525","236600","236","0"
"Q61712815","B","20140527","56470","55","0"
"Q61712815","E","20140809","8400","84","0"
"Q61712815","E","20140906","14000","140","0"
"Q28725407","A","20140401","5840","29","0"
"Q28725407","A","20140504","94750","189","0"
"Q28725407","A","20140720","9000","45","0"
"Q40022877","B","20140418","57460","57","0"
"Q40022877","A","20140711","115000","115","0"
"Q40022877","B","20140721","95020","95","0"
"Q10784348","A","20140507","174000","174","0"
"Q10784348","A","20140524","123900","123","0"
"Q10784348","D","20140720","3800","38","0"
"Q10784348","A","20140812","5000","5","0"
"Q85256137","A","20140610","138780","693","0"
"Q85256137","A","20140723","10000","50","0"
"Q85256137","A","20140815","136000","680","0"
"Q85256137","C","20140908","4200","21","0"
"Q31150308","A","20140401","60000","60","0"
"Q29238136","A","20140514","94000","94","0"
"Q29238136","A","20140530","70000","70","0"
"Q29238136","A","20140929","361450","361","0"
"Q26814178","A","20140404","70000","350","0"
"Q26814178","A","20140420","5000","5","0"
"Q26814178","A","20140425","35500","177","0"
"Q26814178","A","20140502","9900","9","0"
"Q26814178","A","20140509","6500","6","0"
"Q26814178","A","20140530","5000","25","0"
"Q26814178","A","20140627","50000","250","0"
"Q26814178","D","20140720","6600","66","0"
"Q46990184","A","20140510","160650","763","0"
"Q46990184","A","20140822","42000","210","0"
"Q46990184","B","20140913","46630","46","0"
"Q85759736","B","20140425","112100","840","0"
"Q85759736","B","20140518","109870","818","0"
"Q85759736","B","20140614","202290","1515","0"
"Q85759736","A","20140709","18900","18","0"
"Q85759736","A","20140712","20000","20","0"
"Q85759736","E","20140712","11050","110","0"
"Q85759736","B","20140720","179830","179","0"
"Q85759736","B","20140815","178330","178","0"
"Q85759736","B","20140831","74080","74","0"
"Q85759736","B","20140907","292020","292","10"
"Q85759736","B","20140912","134100","134","0"
"Q85759736","B","20140930","21900","21","0"
"Q86926180","A","20140703","27200","27","0"
"Q17942802","A","20140415","59000","59","0"
"Q17942802","A","20140527","217200","1046","0"
"Q73040201","A","20140906","378000","478","0"
"Q61109082","A","20140405","208000","1040","0"
"Q61109082","A","20140515","5300","26","0"
"Q61109082","A","20140614","239400","1161","0"
"Q61109082","A","20140628","272000","1360","0"
"Q61109082","A","20140803","302870","1372","0"
"Q61109082","A","20140806","250000","1250","0"
"Q61109082","A","20140822","226100","1130","0"
"Q24780809","B","20140820","35090","35","0"
"Q60303863","A","20140407","321650","1607","0"
"Q60303863","A","20140410","66760","333","0"
"Q60303863","A","20140417","24140","120","0"
"Q60303863","E","20140418","6150","92","0"
"Q60303863","A","20140423","25700","128","0"
"Q60303863","A","20140424","93200","441","0"
"Q60303863","A","20140425","133330","626","0"
"Q60303863","A","20140428","277330","1385","0"
"Q60303863","A","20140502","59830","298","0"
"Q60303863","A","20140506","92050","460","0"
"Q60303863","A","20140508","215750","1078","0"
"Q60303863","A","20140512","89900","449","0"
"Q60303863","A","20140514","53750","268","0"
"Q60303863","A","20140516","80300","401","0"
"Q60303863","A","20140520","200850","1004","0"
"Q60303863","A","20140522","10000","10","0"
"Q60303863","A","20140529","358130","1790","0"
"Q60303863","A","20140604","89120","445","0"
"Q60303863","A","20140605","5000","25","0"
"Q60303863","A","20140607","271200","1335","0"
"Q60303863","A","20140610","24800","124","0"
"Q60303863","A","20140612","183550","917","0"
"Q60303863","A","20140614","279090","1394","0"
"Q60303863","A","20140616","372500","1862","0"
"Q60303863","A","20140618","93500","467","0"
"Q60303863","A","20140623","236000","1165","0"
"Q60303863","A","20140624","55350","276","0"
"Q60303863","A","20140630","274800","1373","0"
"Q60303863","A","20140703","20700","103","0"
"Q60303863","A","20140706","48600","243","0"
"Q60303863","A","20140709","53890","269","0"
"Q60303863","A","20140710","46500","6","40000"
"Q60303863","A","20140714","328300","1615","0"
"Q60303863","A","20140715","40000","200","0"
"Q60303863","A","20140718","43950","219","0"
"Q60303863","A","20140723","63910","319","0"
"Q60303863","A","20140724","15650","78","0"
"Q60303863","A","20140730","155750","777","0"
"Q60303863","D","20140802","7000","105","0"
"Q60303863","A","20140805","29460","147","0"
"Q60303863","A","20140807","217750","1088","0"
"Q60303863","A","20140811","5400","26","0"
"Q60303863","A","20140812","353500","1767","0"
"Q60303863","A","20140813","20000","100","0"
"Q60303863","A","20140814","63000","315","0"
"Q60303863","A","20140816","46000","230","0"
"Q60303863","A","20140818","98000","435","0"
"Q60303863","A","20140822","364800","1823","0"
"Q60303863","A","20140825","90870","453","0"
"Q60303863","A","20140827","50850","253","0"
"Q60303863","D","20140829","15250","228","0"
"Q60303863","A","20140901","238400","1192","0"
"Q60303863","A","20140903","34600","172","0"
"Q60303863","A","20140904","327000","1635","0"
"Q60303863","A","20140911","20300","101","0"
"Q60303863","A","20140918","17500","87","0"
"Q60303863","A","20140919","278700","1393","0"
"Q60303863","A","20140922","183880","918","0"
"Q60303863","A","20140929","61060","305","0"
"Q60303863","A","20140930","23000","115","0"
"Q53163377","A","20140417","16000","80","0"
"Q53163377","A","20140419","7000","35","0"
"Q53163377","A","20140522","22060","90","0"
"Q53163377","D","20140906","9600","96","0"
"Q92903848","A","20140615","21250","106","0"
"Q92903848","A","20140702","10000","10","0"
"Q92903848","C","20140711","2200","11","0"
"Q92903848","A","20140824","2500","2","0"
"Q88564648","A","20140413","276580","275","0"
"Q88564648","A","20140516","126400","226","0"
"Q88564648","B","20140516","8500","8","0"
"Q87972588","B","20140403","44900","220","0"
"Q87972588","B","20140429","38750","190","0"
"Q87972588","B","20140507","18500","90","0"
"Q87972588","B","20140518","27300","135","0"
"Q87972588","B","20140527","74010","370","0"
"Q87972588","B","20140603","64230","320","0"
"Q87972588","B","20140608","65750","325","0"
"Q87972588","D","20140701","9300","93","0"
"Q87972588","B","20140709","57770","285","0"
"Q87972588","B","20140720","29460","145","0"
"Q87972588","D","20140915","4400","44","0"
"Q87972588","D","20140918","8600","86","0"
"Q87972588","B","20140930","117670","585","0"
"Q87972588","D","20140930","9100","91","0"
"Q70349769","A","20140411","50000","250","0"
"Q70349769","A","20140416","76700","159","0"
"Q70349769","A","20140419","29000","145","0"
"Q70349769","A","20140420","39000","195","0"
"Q70349769","A","20140429","84550","422","0"
"Q70349769","C","20140512","7720","38","0"
"Q70349769","A","20140601","82000","410","0"
"Q70349769","B","20140613","2250","0","2250"
"Q70349769","B","20140616","51000","51","0"
"Q70349769","B","20140617","252320","252","0"
"Q70349769","A","20140619","209000","1045","0"
"Q70349769","A","20140623","200000","200","0"
"Q70349769","B","20140625","240400","3240","0"
"Q70349769","A","20140628","40000","200","0"
"Q70349769","A","20140706","30000","150","0"
"Q70349769","B","20140715","145370","145","0"
"Q70349769","A","20140730","375000","1875","0"
"Q70349769","A","20140802","86000","430","0"
"Q70349769","A","20140808","8820","5","3820"
"Q70349769","A","20140821","24100","120","0"
"Q70349769","B","20140821","83540","83","0"
"Q70349769","B","20140826","38590","38","0"
"Q70349769","A","20140829","140000","700","0"
"Q70349769","B","20140903","130790","130","0"
"Q07870839","A","20140414","10000","50","0"
"Q07870839","A","20140521","223900","1119","0"
"Q34608656","A","20140621","35000","135","0"
"Q34608656","A","20140815","312580","311","0"
"Q77917670","A","20140425","80000","80","0"
"Q77917670","A","20140624","80500","80","0"
"Q00116437","B","20140408","139000","139","0"
"Q00116437","B","20140512","38000","38","0"
"Q00116437","A","20140722","145600","676","0"
"Q50165257","B","20140405","37150","278","0"
"Q50165257","B","20140406","11770","83","0"
"Q50165257","B","20140407","5130","38","0"
"Q50165257","B","20140408","36250","263","0"
"Q50165257","A","20140409","296000","296","0"
"Q50165257","B","20140410","14410","105","0"
"Q50165257","B","20140412","18000","135","0"
"Q50165257","B","20140413","33000","248","0"
"Q50165257","B","20140414","14900","105","0"
"Q50165257","B","20140418","42600","715","0"
"Q50165257","B","20140419","9400","68","0"
"Q50165257","B","20140421","37520","278","0"
"Q50165257","B","20140425","17730","128","0"
"Q50165257","B","20140427","29550","218","0"
"Q50165257","B","20140504","187980","9403","0"
"Q50165257","B","20140505","89610","465","13350"
"Q50165257","B","20140506","118220","878","0"
