"ID","거래식별ID","점포ID","거래일자","거래시간대","상품대분류명","상품중분류명","구매건수","구매금액"
"Q00027726","A007654","AA","20140528","22","음주류","음료","2","2200"
"Q00027726","A010851","AA","20140621","20","음주류","음료","1","620"
"Q00027726","A018509","AA","20140811","22","음주류","음료","1","550"
"Q00027726","A018659","AA","20140812","10","면과자","스낵","1","600"
"Q00027726","A018925","AA","20140813","21","음주류","음료","1","620"
"Q00027726","A019102","AA","20140815","16","야채","계란류","1","4490"
"Q00027726","A019262","AA","20140816","12","냉동","아이스크림","1","300"
"Q00027726","A019415","AA","20140817","12","냉동","아이스크림","1","390"
"Q00027726","A019415","AA","20140817","12","냉장","냉장수산","1","2990"
"Q00027726","A019457","AA","20140817","12","음주류","음료","2","1100"
"Q00027726","A019497","AA","20140817","12","청과","감귤수박국산기타","1","4500"
"Q00027726","A019498","AA","20140817","12","음주류","음료","1","620"
"Q00027726","A019499","AA","20140817","12","냉동","아이스크림","1","390"
"Q00027726","A019499","AA","20140817","12","면과자","스낵","1","700"
"Q00027726","A020107","AA","20140821","15","곡물","잡곡","1","9900"
"Q00027726","A020107","AA","20140821","15","냉장","냉장수산","1","1980"
"Q00027726","A020107","AA","20140821","15","야채","근채류","1","1000"
"Q00027726","A020107","AA","20140821","15","야채","김치채소류","1","2990"
"Q00027726","A020107","AA","20140821","15","야채","두채류","1","1290"
"Q00027726","A020287","AA","20140822","22","냉장","냉장수산","1","1980"
"Q00027726","A020287","AA","20140822","22","야채","두채류","1","1290"
"Q00027726","A020287","AA","20140822","22","음주류","음료","1","550"
"Q00027726","A020287","AA","20140822","22","조미료류","조미료","1","850"
"Q00027726","A020288","AA","20140822","22","조미료류","조미료","1","5500"
"Q00027726","A020288","AA","20140822","22","축산","국내산돈육","1","3329"
"Q00027726","A020544","AA","20140824","19","델리카","기타델리카","1","990"
"Q00027726","A020668","AA","20140825","18","델리카","기타델리카","1","990"
"Q00027726","A020969","AA","20140827","10","면과자","라면","3","2950"
"Q00027726","A021342","AA","20140829","20","음주류","음료","1","550"
"Q00027726","A022189","AA","20140904","21","음주류","음료","2","1100"
"Q00027726","A022189","AA","20140904","21","일상용품","세탁세제","1","12900"
"Q00027726","A022189","AA","20140904","21","축산","양념육","1","13253"
"Q00027726","A023529","AA","20140913","22","냉장","냉장면","2","2760"
"Q00027726","A023529","AA","20140913","22","면과자","건면","1","1490"
"Q00027726","A023529","AA","20140913","22","면과자","라면","1","3990"
"Q00027726","A023529","AA","20140913","22","면과자","스낵","1","2990"
"Q00027726","A023529","AA","20140913","22","야채","두채류","1","3990"
"Q00027726","A024247","AA","20140918","20","음주류","음료","3","1650"
"Q00027726","A025020","AA","20140923","22","냉장","냉장축산","1","1250"
"Q00027726","A025020","AA","20140923","22","음주류","음료","1","620"
"Q00027726","A025020","AA","20140923","22","일반식품","가공건식품","1","2090"
"Q00027726","A025020","AA","20140923","22","조미료류","장류","1","1290"
"Q00027726","A025350","AA","20140925","11","냉장","냉장면","2","2760"
"Q00027726","A025350","AA","20140925","11","냉장","냉장축산","1","1250"
"Q00027726","A025350","AA","20140925","11","면과자","스낵","2","4980"
"Q00027726","A025775","AA","20140928","11","음주류","음료","1","720"
"Q00027726","A025775","AA","20140928","11","축산","양념육","1","8318"
"Q00027726","A025776","AA","20140928","11","음주류","음료","1","950"
"Q00027726","A025776","AA","20140928","11","일반식품","가공건식품","1","990"
"Q00027726","A025776","AA","20140928","11","조미료류","장류","1","1290"
"Q00027726","A025777","AA","20140928","11","음주류","음료","1","550"
"Q00027726","A025779","AA","20140928","11","냉장","냉장면","2","2760"
"Q00027726","A025779","AA","20140928","11","일반식품","가공건식품","1","3400"
"Q00027726","A025780","AA","20140928","11","냉장","냉장축산","1","1250"
"Q00071545","A034196","BB","20140922","15","음주류","음료","1","1780"
"Q00073883","A034933","CC","20140402","20","수산","기타수산","1","9900"
"Q00073883","A034933","CC","20140402","20","야채","근채류","1","1133"
"Q00073883","A035469","CC","20140410","14","일반식품","병통조림","1","1000"
"Q00073883","A039943","CC","20140612","19","청과","바나나수입기타","1","1490"
"Q00077269","A046327","CC","20140901","12","야채","양채류","1","3390"
"Q00077269","A046327","CC","20140901","12","축산","국내산우육","1","15907"
"Q00081525","A035147","CC","20140405","19","음주류","주류","2","4500"
"Q00081525","A038472","CC","20140522","16","청과","바나나수입기타","1","4490"
"Q00081525","A041879","CC","20140707","18","냉동","아이스크림","3","2250"
"Q00081525","A045522","CC","20140821","20","청과","바나나수입기타","1","3990"
"Q00081525","A046827","CC","20140907","18","일상용품","화장품","1","6900"
"Q00081525","A047341","CC","20140916","13","야채","근채류","1","4390"
"Q00107784","A031574","BB","20140725","19","일반식품","가공건식품","1","5000"
"Q00116437","A001154","AA","20140409","18","수산","선어가공","1","3990"
"Q00116437","A002874","AA","20140422","12","일반식품","병통조림","1","3990"
"Q00116437","A002874","AA","20140422","12","조미료류","식용유","1","7100"
"Q00116437","A002874","AA","20140422","12","축산","국내산돈육","1","3990"
"Q00116437","A003642","AA","20140428","19","냉장","냉장수산","1","3290"
"Q00116437","A003642","AA","20140428","19","냉장","냉장축산","1","5980"
"Q00116437","A003642","AA","20140428","19","면과자","건면","1","2550"
"Q00116437","A003642","AA","20140428","19","야채","계란류","1","4690"
"Q00116437","A003642","AA","20140428","19","음주류","음료","4","2170"
"Q00116437","A003642","AA","20140428","19","일반식품","커피류","1","1900"
"Q00116437","A007174","AA","20140524","16","일상용품","주방주거세제","1","3980"
"Q00116437","A008391","AA","20140603","16","델리카","간편간식","1","9900"
"Q00116437","A008391","AA","20140603","16","야채","과채류","2","5280"
"Q00116437","A008391","AA","20140603","16","야채","근채류","1","1990"
"Q00116437","A016725","AA","20140730","15","수산","선어류","1","3980"
"Q00116437","A016725","AA","20140730","15","야채","과채류","2","2490"
"Q00116437","A018237","AA","20140809","21","음주류","음료","1","2500"
"Q00116437","A019854","AA","20140820","11","야채","계란류","1","4990"
"Q00116437","A019854","AA","20140820","11","야채","근채류","2","8458"
"Q00116437","A019854","AA","20140820","11","청과","토마토자두메론","1","2990"
"Q00116437","A025016","AA","20140923","20","야채","두채류","1","1990"
"Q00138491","A062395","DD","20140920","22","델리카","간편간식","1","2990"
"Q00199883","A001062","AA","20140408","19","낙농","우유","1","2280"
"Q00199883","A001062","AA","20140408","19","델리카","간편간식","1","8900"
"Q00199883","A001636","AA","20140413","18","냉동","아이스크림","1","6000"
"Q00199883","A001636","AA","20140413","18","면과자","쿠키케이크","1","3490"
"Q00199883","A002284","AA","20140418","18","면과자","초콜렛","1","690"
"Q00199883","A002284","AA","20140418","18","일반식품","차류","1","5700"
"Q00199883","A002384","AA","20140419","19","면과자","빵","1","1350"
"Q00199883","A002862","AA","20140422","17","냉동","아이스크림","1","7000"
"Q00199883","A003050","AA","20140424","22","낙농","우유","2","2700"
"Q00199883","A003502","AA","20140427","18","면과자","쿠키케이크","1","1440"
"Q00199883","A003599","AA","20140428","19","델리카","기타델리카","1","14900"
"Q00199883","A003677","AA","20140428","19","면과자","쿠키케이크","2","2880"
"Q00199883","A003775","AA","20140429","17","낙농","우유","2","2700"
"Q00199883","A003775","AA","20140429","17","면과자","씨리얼","1","4890"
"Q00199883","A003930","AA","20140430","17","면과자","쿠키케이크","2","3980"
"Q00199883","A004158","AA","20140502","17","면과자","라면","2","1700"
"Q00199883","A004158","AA","20140502","17","면과자","쿠키케이크","2","3980"
"Q00199883","A004186","AA","20140502","22","델리카","기타델리카","1","1000"
"Q00199883","A005403","AA","20140512","17","면과자","라면","1","2900"
"Q00199883","A005777","AA","20140514","18","델리카","베이커리","1","1990"
"Q00199883","A006730","AA","20140521","20","야채","두채류","2","2560"
"Q00199883","A006730","AA","20140521","20","일반식품","병통조림","1","1000"
"Q00199883","A006818","AA","20140522","15","면과자","라면","1","3250"
"Q00199883","A009052","AA","20140608","18","면과자","쿠키케이크","1","1440"
"Q00199883","A009484","AA","20140611","17","음주류","음료","1","2120"
"Q00199883","A009928","AA","20140614","17","면과자","빵","1","2500"
"Q00199883","A009928","AA","20140614","17","면과자","스낵","1","1980"
"Q00199883","A009928","AA","20140614","17","일반식품","차류","1","5700"
"Q00199883","A009928","AA","20140614","17","조미료류","가공분말류","1","6810"
"Q00199883","A010213","AA","20140616","22","낙농","치즈버터","1","4110"
"Q00199883","A013233","AA","20140708","20","면과자","라면","1","2850"
"Q00199883","A013335","AA","20140708","20","일상용품","화장품","1","5300"
"Q00199883","A015853","AA","20140725","21","면과자","쿠키케이크","2","3290"
"Q00199883","A017304","AA","20140803","20","냉동","아이스크림","5","1950"
"Q00199883","A017304","AA","20140803","20","델리카","기타델리카","2","2000"
"Q00199883","A018260","AA","20140809","18","낙농","우유","1","2990"
"Q00199883","A018260","AA","20140809","18","면과자","라면","1","3590"
"Q00199883","A019768","AA","20140819","22","면과자","씨리얼","1","4400"
"Q00199883","A020184","AA","20140822","15","델리카","베이커리","1","1390"
"Q00199883","A020836","AA","20140826","17","면과자","라면","1","3990"
"Q00199883","A021102","AA","20140828","22","일반식품","병통조림","1","1550"
"Q00199883","A021381","AA","20140830","17","델리카","간편간식","1","2990"
"Q00199883","A021381","AA","20140830","17","면과자","쿠키케이크","1","2800"
"Q00199883","A021704","AA","20140901","19","델리카","간편간식","1","2900"
"Q00199883","A023794","AA","20140915","19","냉동","아이스크림","3","1200"
"Q00199883","A024029","AA","20140917","16","면과자","쿠키케이크","1","2990"
"Q00199883","A024646","AA","20140920","18","일상용품","화장품","1","8000"
"Q00199883","A024876","AA","20140922","18","델리카","베이커리","1","2990"
"Q00199883","A024988","AA","20140923","14","낙농","우유","1","3480"
"Q00199883","A024988","AA","20140923","14","냉동","만두","1","6980"
"Q00199883","A025808","AA","20140929","19","냉장","냉장농산","1","1490"
"Q00199883","A025859","AA","20140929","19","면과자","쿠키케이크","1","1900"
"Q00199883","A025974","AA","20140930","16","냉장","냉장농산","1","1490"
"Q00199883","A026398","AA","20141003","17","일반식품","즉석식품","1","1550"
"Q00199883","A026559","AA","20141005","22","냉장","냉장농산","2","2980"
"Q00199883","A026559","AA","20141005","22","면과자","쿠키케이크","1","1440"
"Q00199883","A026689","AA","20141006","22","낙농","우유","1","1600"
"Q00199883","A026689","AA","20141006","22","면과자","쿠키케이크","1","1330"
"Q00199883","A026729","AA","20141006","19","델리카","베이커리","1","2990"
"Q00217292","A001109","AA","20140409","13","축산","국내산계육","2","11980"
"Q00217292","A001110","AA","20140409","13","음주류","음료","2","2700"
"Q00217292","A001110","AA","20140409","13","축산","국내산계육","1","5990"
"Q00217292","A001777","AA","20140414","11","낙농","발효유","2","4460"
"Q00217292","A001777","AA","20140414","11","낙농","우유","1","850"
"Q00217292","A002480","AA","20140419","16","면과자","스낵","1","1040"
"Q00217292","A003412","AA","20140426","11","야채","두채류","1","2490"
"Q00217292","A003586","AA","20140427","11","야채","김치채소류","3","3000"
"Q00217292","A003858","AA","20140429","15","일반식품","분유","1","920"
"Q00217292","A004432","AA","20140504","13","수산","건어류","1","3990"
"Q00217292","A004432","AA","20140504","13","청과","사과참외","1","8990"
"Q00217292","A004947","AA","20140508","12","일상용품","주방주거세제","1","4990"
"Q00217292","A005927","AA","20140515","15","청과","사과참외","1","9900"
"Q00217292","A005928","AA","20140515","15","냉동","패스트푸드","1","4590"
"Q00217292","A006726","AA","20140521","20","청과","토마토자두메론","1","15900"
"Q00217292","A006793","AA","20140521","20","냉동","아이스크림","1","1200"
"Q00217292","A006793","AA","20140521","20","일상용품","유아용품","1","4880"
"Q00217292","A008610","AA","20140604","14","면과자","스낵","1","1040"
"Q00217292","A008610","AA","20140604","14","야채","계란류","1","4990"
"Q00217292","A008610","AA","20140604","14","청과","사과참외","1","9900"
"Q00217292","A009097","AA","20140608","17","야채","버섯류","1","850"
"Q00217292","A009097","AA","20140608","17","청과","바나나수입기타","1","3620"
"Q00217292","A010181","AA","20140616","16","일상용품","유아용품","1","7130"
"Q00217292","A010348","AA","20140617","14","낙농","우유","1","2600"
"Q00217292","A010349","AA","20140617","14","낙농","우유","2","1700"
"Q00217292","A010609","AA","20140619","13","면과자","빵","1","1100"
"Q00217292","A010609","AA","20140619","13","면과자","스낵","1","1990"
"Q00217292","A010609","AA","20140619","13","축산","국내산돈육","1","6494"
"Q00217292","A010894","AA","20140621","17","냉장","냉장축산","1","4980"
"Q00217292","A010894","AA","20140621","17","축산","국내산우육","1","9562"
"Q00217292","A011264","AA","20140624","17","낙농","우유","1","1300"
"Q00217292","A011264","AA","20140624","17","음주류","음료","1","1350"
"Q00217292","A012393","AA","20140702","14","야채","김치채소류","1","1990"
"Q00217292","A012645","AA","20140704","12","수산","선어가공","1","7990"
"Q00217292","A012645","AA","20140704","12","야채","근채류","1","4990"
"Q00217292","A012645","AA","20140704","12","야채","두채류","1","2990"
"Q00217292","A012645","AA","20140704","12","축산","국내산계육","2","13000"
"Q00217292","A013313","AA","20140708","12","면과자","씨리얼","1","3140"
"Q00217292","A013339","AA","20140708","12","냉장","냉장축산","1","5980"
"Q00217292","A015007","AA","20140719","15","야채","김치채소류","8","23920"
"Q00217292","A015571","AA","20140723","18","곡물","잡곡","1","7990"
"Q00217292","A016515","AA","20140729","14","면과자","씨리얼","1","5590"
"Q00217292","A017611","AA","20140805","12","낙농","우유","2","1440"
"Q00217292","A017611","AA","20140805","12","냉장","냉장축산","1","4980"
"Q00217292","A017611","AA","20140805","12","조미료류","감미료","1","1650"
"Q00217292","A017611","AA","20140805","12","청과","배키위포도","1","13900"
"Q00217292","A018249","AA","20140809","12","면과자","쿠키케이크","1","1990"
"Q00217292","A018249","AA","20140809","12","청과","딸기복숭아감","2","19800"
"Q00217292","A020973","AA","20140827","11","낙농","우유","4","2640"
"Q00217292","A021325","AA","20140829","12","수산","건어류","1","4990"
"Q00217292","A021325","AA","20140829","12","야채","김치채소류","1","1290"
"Q00217292","A021325","AA","20140829","12","음주류","음료","1","5940"
"Q00217292","A022293","AA","20140905","14","곡물","잡곡","1","17900"
"Q00217292","A022293","AA","20140905","14","수산","기타수산","1","11890"
"Q00217292","A022293","AA","20140905","14","야채","김치채소류","1","1790"
"Q00217292","A022293","AA","20140905","14","야채","엽채류","2","2500"
"Q00217292","A022706","AA","20140907","17","낙농","우유","10","8500"
"Q00217292","A022706","AA","20140907","17","야채","엽채류","1","1990"
"Q00217292","A022706","AA","20140907","17","청과","사과참외","1","8960"
"Q00217292","A022956","AA","20140909","15","델리카","베이커리","1","1990"
"Q00217292","A023276","AA","20140911","17","일반식품","분유","1","2800"
"Q00217292","A023666","AA","20140914","17","낙농","우유","1","1300"
"Q00217292","A023666","AA","20140914","17","냉동","만두","1","6980"
"Q00217292","A024129","AA","20140917","11","냉장","냉장면","1","3980"
"Q00217292","A024454","AA","20140919","13","수산","기타수산","1","4980"
"Q00217292","A024714","AA","20140921","17","낙농","발효유","1","1990"
"Q00217292","A024714","AA","20140921","17","야채","계란류","1","6990"
"Q00217292","A024714","AA","20140921","17","축산","국내산돈육","1","9034"
"Q00217292","A025387","AA","20140926","14","낙농","우유","2","1820"
"Q00217292","A026473","AA","20141004","11","야채","계란류","1","4990"
"Q00217292","A026473","AA","20141004","11","음주류","음료","1","3300"
"Q00217292","A026473","AA","20141004","11","청과","감귤수박국산기타","1","8990"
"Q00217292","A026474","AA","20141004","11","낙농","우유","1","1300"
"Q00226226","A035601","CC","20140412","20","낙농","발효유","1","4800"
"Q00226226","A036663","CC","20140426","19","일상용품","화장지","1","11900"
"Q00237498","A044502","CC","20140808","17","낙농","발효유","1","2700"
"Q00245354","A022903","AA","20140908","16","냉장","냉장축산","1","1250"
"Q00245354","A022903","AA","20140908","16","면과자","초콜렛","1","1600"
"Q00264374","A003644","AA","20140428","21","면과자","라면","1","800"
"Q00264374","A003644","AA","20140428","21","면과자","스낵","1","1040"
"Q00264374","A008347","AA","20140602","19","음주류","주류","1","2190"
"Q00264374","A011950","AA","20140629","21","음주류","음료","1","1050"
"Q00264374","A014096","AA","20140714","16","낙농","냉장음료","1","900"
"Q00264374","A014096","AA","20140714","16","야채","근채류","1","1790"
"Q00264374","A015401","AA","20140722","16","음주류","주류","1","1020"
"Q00264374","A024280","AA","20140918","21","델리카","식사규격","3","2970"
"Q00264374","A024280","AA","20140918","21","야채","두채류","1","1990"
"Q00264374","A024280","AA","20140918","21","축산","양념육","1","14248"
"Q00264374","A025189","AA","20140924","21","낙농","우유","1","1500"
"Q00327490","A033599","BB","20140907","19","음주류","기타음주류","2","100"
"Q00327490","A033599","BB","20140907","19","음주류","주류","2","8720"
"Q00332774","A038724","CC","20140526","18","야채","과채류","1","3200"
"Q00332774","A047146","CC","20140912","15","청과","바나나수입기타","1","4331"
"Q00338133","A009784","AA","20140613","11","면과자","스낵","1","3120"
"Q00338133","A015633","AA","20140723","12","냉장","냉장면","1","1980"
"Q00338133","A015633","AA","20140723","12","면과자","라면","1","4150"
"Q00338133","A015633","AA","20140723","12","일반식품","커피류","1","9900"
"Q00338133","A015633","AA","20140723","12","일상용품","두발용품","1","8500"
"Q00338133","A015633","AA","20140723","12","일상용품","위생용품","1","1000"
"Q00338133","A018886","AA","20140813","19","야채","계란류","1","4490"
"Q00338133","A018886","AA","20140813","19","음주류","주류","2","3320"
"Q00352267","A023789","AA","20140915","14","수산","선어류","1","9900"
"Q00352267","A023789","AA","20140915","14","수산","해물류","1","5990"
"Q00393596","A039076","CC","20140531","12","냉동","아이스크림","2","1000"
"Q00422445","A027663","BB","20140422","11","냉장","냉장면","1","2200"
"Q00422445","A027663","BB","20140422","11","면과자","쿠키케이크","1","4000"
"Q00422445","A027663","BB","20140422","11","야채","기타야채","1","3865"
"Q00422445","A027663","BB","20140422","11","음주류","음료","1","5640"
"Q00422445","A027926","BB","20140429","12","야채","근채류","1","3144"
"Q00422445","A027926","BB","20140429","12","청과","바나나수입기타","1","2990"
"Q00422445","A028436","BB","20140512","13","청과","바나나수입기타","1","4349"
"Q00422445","A029025","BB","20140527","11","냉동","아이스크림","1","500"
"Q00422445","A029025","BB","20140527","11","야채","두채류","1","3700"
"Q00422445","A029025","BB","20140527","11","음주류","주류","1","1490"
"Q00422445","A030517","BB","20140701","11","낙농","우유","1","2680"
"Q00422445","A030517","BB","20140701","11","냉동","아이스크림","2","660"
"Q00422445","A031117","BB","20140714","11","낙농","우유","1","2680"
"Q00422445","A031117","BB","20140714","11","냉동","패스트푸드","1","3990"
"Q00422445","A031117","BB","20140714","11","냉장","냉장면","1","5000"
"Q00422445","A031117","BB","20140714","11","야채","계란류","1","4990"
"Q00422445","A031219","BB","20140717","14","일상용품","위생용품","2","1400"
"Q00422445","A031219","BB","20140717","14","일상용품","주방주거세제","1","2600"
"Q00422445","A031219","BB","20140717","14","청과","딸기복숭아감","1","14900"
"Q00422445","A031220","BB","20140717","14","일반식품","즉석식품","1","3700"
"Q00422445","A032267","BB","20140811","12","면과자","라면","2","3550"
"Q00422445","A032267","BB","20140811","12","일상용품","위생용품","1","500"
"Q00422445","A032267","BB","20140811","12","축산","국내산우육","1","13720"
"Q00422445","A032449","BB","20140815","20","축산","국내산계육","1","5990"
"Q00422445","A033841","BB","20140915","11","음주류","음료","2","11280"
"Q00422445","A033841","BB","20140915","11","축산","국내산돈육","1","3500"
"Q00422445","A034243","BB","20140923","13","음주류","음료","4","3200"
"Q00422445","A034243","BB","20140923","13","청과","딸기복숭아감","1","4990"
"Q00422445","A034345","BB","20140925","11","냉동","만두","1","6980"
"Q00422445","A034345","BB","20140925","11","청과","감귤수박국산기타","1","9980"
"Q00422445","A034456","BB","20140929","11","냉장","냉장수산","1","1400"
"Q00422445","A034593","BB","20141002","16","청과","감귤수박국산기타","1","6990"
"Q00422445","A034593","BB","20141002","16","축산","국내산계육","1","5990"
"Q00422445","A034800","BB","20141007","11","낙농","우유","1","3500"
"Q00422445","A034800","BB","20141007","11","냉동","만두","1","5980"
"Q00422445","A034800","BB","20141007","11","야채","계란류","1","5500"
"Q00453929","A052397","DD","20140518","12","냉장","냉장축산","1","1000"
"Q00453929","A052397","DD","20140518","12","델리카","간편간식규격","1","5990"
"Q00453929","A053839","DD","20140607","19","면과자","빵","1","1200"
"Q00453929","A055222","DD","20140625","12","음주류","음료","1","620"
"Q00453929","A055325","DD","20140626","20","일반식품","가공건식품","2","3500"
"Q00453929","A055441","DD","20140628","17","면과자","스낵","1","1000"
"Q00453929","A055441","DD","20140628","17","일반식품","가공건식품","1","2090"
"Q00453929","A056105","DD","20140705","14","음주류","음료","1","620"
"Q00453929","A056498","DD","20140710","15","면과자","초콜렛","1","800"
"Q00453929","A056498","DD","20140710","15","음주류","음료","1","620"
"Q00453929","A057104","DD","20140717","17","일반식품","병통조림","4","4000"
"Q00453929","A057376","DD","20140721","19","일반식품","병통조림","4","4000"
"Q00453929","A058228","DD","20140731","20","야채","양채류","1","1000"
"Q00488023","A037770","CC","20140513","21","야채","과채류","1","990"
"Q00488023","A037770","CC","20140513","21","야채","엽채류","1","990"
"Q00488023","A037770","CC","20140513","21","조미료류","장류","1","4150"
"Q00488023","A041294","CC","20140629","16","낙농","발효유","1","1950"
"Q00488023","A046369","CC","20140902","21","일반식품","즉석식품","1","1750"
"Q00488023","A046369","CC","20140902","21","청과","건과","1","4263"
"Q00499891","A041413","CC","20140701","22","청과","바나나수입기타","2","11890"
"Q00509389","A059396","DD","20140813","18","음주류","음료","1","1000"
"Q00555349","A001878","AA","20140415","14","냉동","만두","1","9900"
"Q00555349","A001878","AA","20140415","14","야채","엽채류","2","3000"
"Q00555349","A001878","AA","20140415","14","축산","국내산우육","1","8112"
"Q00555349","A001967","AA","20140415","14","낙농","우유","1","1690"
"Q00555349","A001967","AA","20140415","14","델리카","기타델리카","1","10000"
"Q00555349","A001967","AA","20140415","14","축산","국내산우육","3","29333"
"Q00555349","A001968","AA","20140415","14","축산","국내산우육","1","7832"
"Q00555349","A003100","AA","20140424","16","야채","과채류","1","1390"
"Q00555349","A003100","AA","20140424","16","야채","엽채류","1","1500"
"Q00555349","A011389","AA","20140625","17","수산","기타수산","1","8600"
"Q00555349","A011389","AA","20140625","17","야채","과채류","3","990"
"Q00555349","A011389","AA","20140625","17","야채","근채류","1","5567"
"Q00555349","A011389","AA","20140625","17","야채","두채류","1","1800"
"Q00555349","A011389","AA","20140625","17","축산","국내산계육","2","9980"
"Q00555349","A012538","AA","20140703","14","곡물","잡곡","2","16490"
"Q00555349","A012538","AA","20140703","14","야채","두채류","1","3990"
"Q00555349","A012538","AA","20140703","14","야채","양채류","1","990"
"Q00555349","A018517","AA","20140811","16","수산","기타수산","1","8800"
"Q00555349","A018517","AA","20140811","16","수산","선어류","1","9900"
"Q00555349","A024960","AA","20140923","15","야채","근채류","1","6990"
"Q00596254","A035401","CC","20140409","19","낙농","발효유","1","2700"
"Q00596254","A035401","CC","20140409","19","음주류","음료","1","1050"
"Q00596254","A037797","CC","20140513","22","야채","두채류","1","1280"
"Q00596254","A037797","CC","20140513","22","야채","엽채류","1","990"
"Q00596254","A037797","CC","20140513","22","청과","바나나수입기타","1","7990"
"Q00596254","A038874","CC","20140528","17","낙농","발효유","1","2700"
"Q00596254","A038874","CC","20140528","17","냉장","냉장면","1","7480"
"Q00596254","A039207","CC","20140602","17","야채","두채류","2","2580"
"Q00596254","A039412","CC","20140605","13","청과","바나나수입기타","1","7990"
"Q00596254","A039614","CC","20140607","14","청과","바나나수입기타","2","15980"
"Q00596254","A039614","CC","20140607","14","청과","토마토자두메론","1","3990"
"Q00596254","A040840","CC","20140623","17","청과","토마토자두메론","1","3990"
"Q00596254","A041508","CC","20140702","22","낙농","발효유","1","2890"
"Q00596254","A041692","CC","20140704","21","수산","건어류","1","1990"
"Q00596254","A041692","CC","20140704","21","야채","근채류","1","4990"
"Q00596254","A041692","CC","20140704","21","청과","감귤수박국산기타","1","7900"
"Q00596254","A043621","CC","20140729","11","야채","두채류","2","2000"
"Q00596254","A043621","CC","20140729","11","청과","딸기복숭아감","6","4740"
"Q00596254","A044142","CC","20140804","15","청과","바나나수입기타","1","3990"
"Q00596254","A044450","CC","20140807","18","청과","딸기복숭아감","2","9980"
"Q00596254","A044700","CC","20140811","14","음주류","음료","1","2500"
"Q00596254","A044700","CC","20140811","14","청과","바나나수입기타","1","2990"
"Q00596254","A045227","CC","20140817","17","낙농","발효유","1","2700"
"Q00596254","A045227","CC","20140817","17","수산","건어류","1","5990"
"Q00596254","A045227","CC","20140817","17","야채","계란류","1","3990"
"Q00596254","A045227","CC","20140817","17","일상용품","화장지","1","11900"
"Q00596254","A045312","CC","20140818","16","청과","감귤수박국산기타","1","16900"
"Q00596254","A045821","CC","20140825","19","청과","딸기복숭아감","1","2990"
"Q00596254","A046280","CC","20140901","18","수산","기타수산","1","5813"
"Q00596254","A047660","CC","20140919","17","청과","배키위포도","1","9900"
"Q00596254","A047966","CC","20140923","17","청과","사과참외","1","7990"
"Q00596254","A048271","CC","20140927","16","야채","근채류","1","2690"
"Q00596254","A048342","CC","20140929","17","수산","선어류","1","4350"
"Q00596254","A048342","CC","20140929","17","청과","토마토자두메론","1","2735"
"Q00596254","A048561","CC","20141002","15","청과","배키위포도","1","9900"
"Q00617432","A050398","DD","20140420","16","낙농","우유","1","2600"
"Q00617432","A051388","DD","20140504","14","야채","버섯류","2","2780"
"Q00617432","A054757","DD","20140619","14","델리카","반찬","1","2891"
"Q00617432","A054757","DD","20140619","14","야채","김치채소류","1","990"
"Q00617432","A054911","DD","20140621","21","일상용품","화장지","1","6900"
"Q00617432","A059324","DD","20140813","21","일상용품","화장지","1","3990"
"Q00617432","A061521","DD","20140910","21","청과","감귤수박국산기타","1","10000"
"Q00638237","A031636","BB","20140726","14","냉동","아이스크림","2","1980"
